TT,07,29,21,02,59,58,384383
,   0,182121
o,36992,8727114,8727126
o,36993,8733776,8733788
o,36994,8740438,8740450
o,36995,8747752,8747764
o,36996,8754188,8754200
o,36997,8760850,8760862
o,36998,8767512,8767524
o,36999,8774172,8774184
o,37000,8780834,8780846
o,37001,8788014,8788026
o,37002,8794676,8794688
o,37003,8801338,8801350
o,37004,8808000,8808012
o,37005,8814604,8814616
o,37006,8821266,8821278
o,37007,8827928,8827940
o,37008,8834590,8834602
o,37009,8841252,8841264
o,37010,8847914,8847926
o,37011,8855094,8855106
o,37012,8861754,8861766
o,37013,8868416,8868428
o,37014,8875082,8875094
t,10427,8878600,8878612
o,37015,8882160,8882172
o,37016,8888846,8888860
o,37017,8895508,8895520
o,37018,8902170,8902182
o,37019,8908832,8908844
o,37020,8915494,8915506
o,37021,8922672,8922684
o,37022,8929332,8929344
o,37023,8935996,8936008
o,37024,8942604,8942616
o,37025,8949264,8949276
o,37026,8955928,8955940
o,37027,8962588,8962600
o,37028,8969250,8969262
o,37029,8975910,8975922
o,37030,8982572,8982584
o,37031,8989750,8989762
o,37032,8996412,8996424
o,37033,9003074,9003086
o,37034,9009676,9009688
o,37035,9016340,9016352
o,37036,9023004,9023016
a,37037,9029666,9029678
o,37038,9036328,9036340
o,37039,9042990,9043002
o,37040,9049652,9049664
o,37041,9056828,9056840
o,37042,9063490,9063502
o,37043,9070092,9070104
o,37044,9076754,9076766
o,37045,9083416,9083428
o,37046,9090078,9090090
o,37047,9096740,9096752
o,37048,9103402,9103414
o,37049,9110064,9110076
o,37050,9116726,9116738
o,37051,9123904,9123916
o,37052,9130566,9130578
o,37053,9137228,9137240
o,37054,9143890,9143902
o,37055,9150960,9150972
o,37056,9157646,9157658
o,37057,9164308,9164320
o,37058,9170970,9170982
o,37059,9177632,9177644
o,37060,9184296,9184308
o,37061,9191474,9191486
EC, 468,13559,   0,14028
ER,13670, 350,   8
o,37062,9198164,9198178
o,37063,9204826,9204838
o,37064,9211488,9211500
o,37065,9218150,9218162
o,37066,9224722,9224734
o,37067,9231384,9231396
o,37068,9238046,9238058
o,37069,9244708,9244720
o,37070,9251370,9251382
o,37071,9258548,9258560
o,37072,9265210,9265222
o,37073,9271872,9271884
o,37074,9278534,9278546
o,37075,9285662,9285674
o,37076,9292324,9292336
o,37077,9298984,9298996
o,37078,9305646,9305658
o,37079,9312310,9312322
o,37080,9318972,9318984
o,37081,9326150,9326162
o,37082,9332814,9332826
o,37083,9339476,9339488
o,37084,9346138,9346150
o,37085,9352800,9352812
o,37086,9359464,9359476
o,37087,9366126,9366138
o,37088,9372788,9372800
o,37089,9379450,9379462
o,37090,9386112,9386124
o,37091,9393292,9393304
o,37092,9399954,9399966
o,37093,9406618,9406630
o,37094,9413280,9413292
o,37095,9420584,9420596
o,37096,9426956,9426968
o,37097,9433618,9433630
o,37098,9440278,9440290
o,37099,9446940,9446952
o,37100,9453600,9453612
o,37101,9460780,9460792
o,37102,9467442,9467454
o,37103,9474104,9474116
o,37104,9480766,9480778
o,37105,9487428,9487440
o,37106,9494090,9494102
o,37107,9500752,9500764
o,37108,9507414,9507426
o,37109,9514076,9514088
o,37110,9520738,9520750
o,37111,9527918,9527930
o,37112,9534476,9534488
o,37113,9541138,9541150
o,37114,9547800,9547812
o,37115,9555284,9555296
o,37116,9561612,9561624
o,37117,9568274,9568286
o,37118,9574936,9574948
,37119,9581600,9581612
o,37120,9588260,9588272
o,37121,9595442,9595454
o,37122,9602104,9602116
o,37123,9608766,9608778
o,37124,9615428,9615440
o,37125,9622090,9622102
o,37126,9628752,9628764
o,37127,9635414,9635426
o,37128,9642076,9642088
o,37129,9648738,9648750
o,37130,9655400,9655412
o,37131,9662580,9662592
o,37132,9669242,9669254
o,37133,9675904,9675916
o,37134,9682566,9682578
o,37135,9689168,9689180
o,37136,9696346,9696358
o,37137,9703008,9703020
o,37138,9709582,9709594
o,37139,9716244,9716256
o,37140,9722906,9722918
o,37141,9730084,9730096
o,37142,9736746,9736758
o,37143,9743406,9743418
o,37144,9750068,9750080
o,37145,9756730,9756742
o,37146,9763392,9763404
o,37147,9770054,9770066
o,37148,9776716,9776728
o,37149,9783378,9783390
o,37150,9790040,9790052
o,37151,9797134,9797146
o,37152,9803798,9803810
o,37153,9810462,9810474
o,37154,9817124,9817136
o,37155,9823786,9823798
o,37156,9830416,9830428
o,37157,9837080,9837092
o,37158,9843742,9843754
EC, 509,14519,   0,15029
ER,14637, 383,   8
o,37159,9850406,9850418
o,37160,9857068,9857080
o,37161,9864246,9864258
o,37162,9870908,9870920
o,37163,9877570,9877582
o,37164,9884232,9884244
o,37165,9890894,9890906
o,37166,9897484,9897496
o,37167,9904146,9904158
o,37168,9910808,9910820
o,37169,9917468,9917480
o,37170,9924130,9924142
o,37171,9931306,9931318
o,37172,9937968,9937980
o,37173,9944630,9944642
o,37174,9951290,9951302
o,37175,9957952,9957964
o,37176,9965132,9965144
o,37177,9971848,9971860
o,37178,9978510,9978522
o,37179,9985172,9985184
o,37180,9991834,9991846
o,37181,9998862,9998874
o,37182,10005524,10005536
o,37183,10012186,10012198
o,37184,10018850,10018862
o,37185,10025512,10025524
o,37186,10032174,10032186
o,37187,10038838,10038850
o,37188,10045500,10045512
o,37189,10052162,10052174
o,37190,10058824,10058836
o,37191,10066002,10066014
o,37192,10072666,10072678
o,37193,10079328,10079340
o,37194,10085990,10086002
o,37195,10092606,10092618
o,37196,10099268,10099280
o,37197,10105930,10105942
o,37198,10112592,10112604
o,37199,10119254,10119266
o,37200,10125916,10125928
o,37201,10133094,10133106
o,37202,10139756,10139768
o,37203,10146418,10146430
o,37204,10153080,10153092
o,37205,10159742,10159754
o,37206,10166404,10166416
o,37207,10173066,10173078
o,37208,10179728,10179740
o,37209,10186390,10186402
o,37210,10193052,10193064
o,37211,10200230,10200242
o,37212,10206892,10206904
o,37213,10213554,10213566
o,37214,10220216,10220228
o,37215,10226878,10226890
o,37216,10233540,10233552
o,37217,10240204,10240216
o,37218,10246866,10246878
o,37219,10253528,10253540
o,37220,10259980,10259992
o,37221,10267158,10267170
o,37222,10273820,10273832
o,37223,10280482,10280494
o,37224,10287144,10287156
o,37225,10293806,10293818
o,37226,10300468,10300480
o,37227,10307130,10307142
o,37228,10313792,10313804
o,37229,10320454,10320466
o,37230,10327116,10327128
o,37231,10334294,10334306
o,37232,10340956,10340968
o,37233,10347540,10347552
o,37234,10354202,10354214
o,37235,10360864,10360876
o,37236,10367530,10367542
o,37237,10374192,10374204
o,37238,10380854,10380866
o,37239,10387516,10387528
o,37240,10394124,10394136
o,37241,10401300,10401312
o,37242,10407960,10407972
o,37243,10414624,10414636
o,37244,10421288,10421300
o,37245,10427950,10427962
o,37246,10434612,10434624
o,37247,10441274,10441286
o,37248,10447936,10447948
o,37249,10454598,10454610
o,37250,10461260,10461272
o,37251,10468438,10468450
o,37252,10475100,10475112
o,37253,10481764,10481776
o,37254,10488426,10488438
o,37255,10495090,10495102
o,37256,10502166,10502178
EC, 551,15478,   0,16029
ER,15606, 415,   8
o,37257,10508830,10508842
o,37258,10515492,10515504
o,37259,10522152,10522164
o,37260,10528816,10528828
o,37261,10535474,10535486
o,37262,10542136,10542148
o,37263,10548798,10548810
o,37264,10555460,10555472
o,37265,10562122,10562134
o,37266,10568784,10568796
o,37267,10575446,10575458
o,37268,10582108,10582120
o,37269,10588770,10588782
o,37270,10595434,10595446
o,37271,10602094,10602106
o,37272,10608756,10608768
o,37273,10615418,10615430
o,37274,10622080,10622092
o,37275,10628742,10628754
o,37276,10635406,10635418
o,37277,10641932,10641944
o,37278,10648594,10648606
o,37279,10655256,10655268
o,37280,10661920,10661932
o,37281,10668584,10668596
o,37282,10675246,10675258
o,37283,10681908,10681920
o,37284,10688570,10688582
o,37285,10695232,10695244
o,37286,10701836,10701848
o,37287,10708498,10708510
o,37288,10715162,10715174
o,37289,10721824,10721836
o,37290,10728488,10728500
o,37291,10735148,10735160
o,37292,10741808,10741820
a,37293,10748470,10748482
o,37294,10755132,10755144
o,37295,10761794,10761806
o,37296,10768972,10768984
o,37297,10775634,10775646
o,37298,10782296,10782308
o,37299,10788958,10788970
o,37300,10795622,10795634
o,37301,10802282,10802294
o,37302,10808944,10808956
o,37303,10815606,10815618
o,37304,10822268,10822280
o,37305,10828930,10828942
o,37306,10835468,10835480
o,37307,10842130,10842142
o,37308,10848792,10848804
o,37309,10855454,10855466
o,37310,10862118,10862130
o,37311,10868778,10868790
o,37312,10875440,10875452
o,37313,10882102,10882114
o,37314,10888764,10888776
o,37315,10896090,10896102
o,37316,10902752,10902764
o,37317,10909196,10909208
o,37318,10915858,10915870
o,37319,10922518,10922530
o,37320,10929182,10929194
o,37321,10935842,10935854
o,37322,10942504,10942516
o,37323,10949166,10949178
o,37324,10955828,10955840
o,37325,10962490,10962502
o,37326,10969152,10969164
o,37327,10975814,10975826
o,37328,10982478,10982490
o,37329,10989142,10989154
o,37330,10995806,10995818
o,37331,11002904,11002916
o,37332,11009566,11009578
o,37333,11016228,11016240
o,37334,11022890,11022902
o,37335,11029552,11029564
o,37336,11036374,11036386
o,37337,11043036,11043048
o,37338,11049698,11049710
o,37339,11056360,11056372
o,37340,11062798,11062810
o,37341,11069458,11069470
o,37342,11076122,11076134
o,37343,11082764,11082776
o,37344,11089426,11089438
o,37345,11096088,11096100
o,37346,11102748,11102760
o,37347,11109408,11109420
o,37348,11116070,11116082
o,37349,11122732,11122744
o,37350,11129396,11129408
o,37351,11136056,11136068
o,37352,11142718,11142730
o,37353,11149382,11149394
o,37354,11156044,11156056
EC, 593,16436,   0,17030
ER,16573, 448,   8
o,37355,11162708,11162720
o,37356,11169806,11169818
o,37357,11176468,11176480
o,37358,11183130,11183142
o,37359,11189792,11189804
o,37360,11196456,11196468
o,37361,11203116,11203128
o,37362,11209778,11209790
o,37363,11216440,11216452
o,37364,11223052,11223064
o,37365,11229714,11229726
o,37366,11236376,11236388
o,37367,11243038,11243050
o,37368,11249700,11249712
o,37369,11256362,11256374
o,37370,11263026,11263038
o,37371,11269686,11269698
o,37372,11276300,11276312
o,37373,11282962,11282974
o,37374,11289624,11289636
,37375,11296286,11296298
o,37376,11302948,11302960
o,37377,11309610,11309622
o,37378,11316272,11316284
o,37379,11322936,11322948
o,37380,11329600,11329612
o,37381,11336204,11336216
o,37382,11342864,11342876
o,37383,11349526,11349538
o,37384,11356188,11356200
o,37385,11362850,11362862
o,37386,11369512,11369524
o,37387,11376174,11376186
o,37388,11382836,11382848
o,37389,11389498,11389510
o,37390,11396110,11396122
o,37391,11402770,11402782
o,37392,11409432,11409444
o,37393,11416094,11416106
o,37394,11422756,11422768
o,37395,11429422,11429434
o,37396,11436084,11436096
o,37397,11442746,11442758
o,37398,11449356,11449368
o,37399,11456018,11456030
o,37400,11462682,11462694
o,37401,11469342,11469354
o,37402,11476004,11476016
o,37403,11482666,11482678
o,37404,11489328,11489340
o,37405,11495990,11496002
o,37406,11502652,11502664
o,37407,11509260,11509272
o,37408,11515922,11515934
o,37409,11522584,11522596
o,37410,11529248,11529260
o,37411,11535908,11535920
o,37412,11542570,11542582
o,37413,11549232,11549244
o,37414,11555894,11555906
o,37415,11562526,11562538
o,37416,11569190,11569202
o,37417,11575852,11575864
o,37418,11582514,11582526
o,37419,11589176,11589188
o,37420,11595840,11595852
o,37421,11602444,11602456
o,37422,11609106,11609118
o,37423,11615768,11615780
o,37424,11622432,11622444
o,37425,11629094,11629106
o,37426,11635754,11635766
o,37427,11642416,11642428
o,37428,11649078,11649090
o,37429,11655740,11655752
o,37430,11662404,11662416
o,37431,11669064,11669076
o,37432,11675726,11675738
o,37433,11682388,11682400
o,37434,11689050,11689062
o,37435,11696174,11696186
o,37436,11702796,11702808
o,37437,11709458,11709470
o,37438,11716120,11716132
o,37439,11722780,11722792
o,37440,11729444,11729456
o,37441,11736104,11736116
o,37442,11742766,11742778
o,37443,11749428,11749440
o,37444,11756044,11756056
o,37445,11762704,11762716
o,37446,11769366,11769378
o,37447,11776026,11776038
o,37448,11782686,11782698
o,37449,11789324,11789336
o,37450,11795988,11796000
o,37451,11802650,11802662
o,37452,11809312,11809326
EC, 636,17394,   0,18030
ER,17541, 480,   8
o,37453,11815974,11815988
o,37454,11822636,11822648
o,37455,11829292,11829304
o,37456,11835952,11835964
o,37457,11842612,11842624
o,37458,11849274,11849286
o,37459,11855936,11855948
o,37460,11862600,11862612
o,37461,11869260,11869272
o,37462,11875922,11875934
o,37463,11882584,11882596
o,37464,11889246,11889258
o,37465,11895908,11895920
o,37466,11902570,11902582
o,37467,11909232,11909244
o,37468,11915894,11915906
o,37469,11922556,11922568
o,37470,11929220,11929234
o,37471,11935880,11935892
o,37472,11942542,11942554
o,37473,11949204,11949216
o,37474,11955866,11955878
o,37475,11962530,11962542
o,37476,11969036,11969048
o,37477,11975700,11975712
o,37478,11982362,11982374
o,37479,11989024,11989036
o,37480,11995688,11995700
o,37481,12002346,12002358
o,37482,12009008,12009020
o,37483,12015670,12015682
o,37484,12022332,12022344
o,37485,12028940,12028952
o,37486,12035602,12035614
o,37487,12042264,12042276
o,37488,12048924,12048936
o,37489,12055586,12055598
o,37490,12062250,12062262
o,37491,12068910,12068922
o,37492,12075572,12075584
o,37493,12082234,12082246
o,37494,12088896,12088908
o,37495,12095532,12095544
o,37496,12102198,12102210
o,37497,12108860,12108872
o,37498,12115522,12115534
o,37499,12122184,12122196
o,37500,12128848,12128860
o,37501,12135508,12135520
o,37502,12142170,12142182
o,37503,12148832,12148844
o,37504,12155494,12155506
o,37505,12162160,12162172
o,37506,12168822,12168834
o,37507,12175484,12175496
o,37508,12182146,12182158
o,37509,12188808,12188820
o,37510,12195472,12195484
o,37511,12202132,12202144
o,37512,12208652,12208664
o,37513,12215314,12215326
o,37514,12221976,12221988
o,37515,12228752,12228764
o,37516,12235416,12235428
o,37517,12241932,12241946
o,37518,12248592,12248604
o,37519,12255252,12255264
o,37520,12261916,12261928
o,37521,12268576,12268588
o,37522,12275238,12275250
o,37523,12281900,12281912
o,37524,12288562,12288574
o,37525,12295224,12295236
o,37526,12301886,12301898
o,37527,12308548,12308560
o,37528,12315210,12315222
o,37529,12321872,12321884
o,37530,12328536,12328548
o,37531,12335196,12335208
o,37532,12341776,12341788
o,37533,12348438,12348450
o,37534,12355100,12355112
o,37535,12361736,12361748
o,37536,12368398,12368410
o,37537,12375060,12375072
o,37538,12381722,12381734
o,37539,12388382,12388394
o,37540,12395046,12395058
o,37541,12401706,12401718
o,37542,12408368,12408380
o,37543,12415030,12415042
o,37544,12421692,12421704
o,37545,12428354,12428366
o,37546,12435016,12435028
o,37547,12441678,12441690
o,37548,12448340,12448352
a,37549,12455002,12455014
o,37550,12461584,12461596
o,37551,12468244,12468256
EC, 679,18352,   0,19031
ER,18509, 513,   8
o,37552,12474908,12474920
o,37553,12481568,12481580
o,37554,12488228,12488240
o,37555,12494870,12494882
o,37556,12501718,12501730
o,37557,12508380,12508392
o,37558,12515042,12515054
o,37559,12521484,12521496
o,37560,12528148,12528160
o,37561,12534808,12534820
o,37562,12541470,12541482
o,37563,12548132,12548144
o,37564,12554794,12554806
o,37565,12561456,12561468
o,37566,12568118,12568130
o,37567,12574780,12574792
o,37568,12581442,12581454
o,37569,12588104,12588116
o,37570,12594770,12594782
o,37571,12601430,12601442
o,37572,12608092,12608104
o,37573,12614754,12614766
o,37574,12621416,12621428
o,37575,12628080,12628092
o,37576,12634742,12634754
o,37577,12641404,12641416
o,37578,12648066,12648078
o,37579,12654728,12654740
o,37580,12661392,12661404
o,37581,12668052,12668064
o,37582,12674572,12674584
o,37583,12681234,12681246
o,37584,12687896,12687908
o,37585,12694556,12694568
o,37586,12701218,12701230
o,37587,12707880,12707892
o,37588,12714542,12714554
o,37589,12721204,12721216
o,37590,12727868,12727880
o,37591,12734528,12734540
o,37592,12741190,12741202
o,37593,12747852,12747864
o,37594,12754514,12754526
o,37595,12761148,12761160
o,37596,12767758,12767770
o,37597,12774420,12774432
o,37598,12781082,12781094
o,37599,12787744,12787756
o,37600,12794408,12794420
o,37601,12801068,12801080
t,10428,12803668,12803680
o,37602,12807802,12807814
o,37603,12814464,12814476
o,37604,12821126,12821138
o,37605,12827660,12827672
o,37606,12834322,12834334
o,37607,12840984,12840996
o,37608,12847646,12847658
o,37609,12854308,12854320
o,37610,12860972,12860984
o,37611,12867632,12867644
o,37612,12874294,12874306
o,37613,12880908,12880920
o,37614,12887570,12887582
o,37615,12894394,12894406
o,37616,12901056,12901068
o,37617,12907718,12907730
o,37618,12914380,12914392
o,37619,12920844,12920856
o,37620,12927508,12927520
o,37621,12934168,12934180
o,37622,12940830,12940842
o,37623,12947492,12947504
o,37624,12954154,12954166
o,37625,12960816,12960828
o,37626,12967478,12967490
o,37627,12974140,12974152
o,37628,12980802,12980814
o,37629,12987464,12987476
o,37630,12994128,12994140
,37631,13000788,13000800
o,37632,13007450,13007462
o,37633,13014112,13014124
o,37634,13020774,13020786
o,37635,13027340,13027352
o,37636,13034004,13034016
o,37637,13040664,13040676
o,37638,13047326,13047338
o,37639,13053988,13054000
o,37640,13060652,13060664
o,37641,13067312,13067324
o,37642,13073976,13073988
o,37643,13080640,13080652
o,37644,13087244,13087256
o,37645,13093906,13093918
o,37646,13100568,13100580
o,37647,13107230,13107242
o,37648,13113894,13113906
o,37649,13120556,13120568
EC, 721,19310,   0,20031
ER,19478, 545,   8
o,37650,13127222,13127234
o,37651,13133882,13133894
o,37652,13140544,13140556
o,37653,13147206,13147218
o,37654,13153868,13153880
o,37655,13160502,13160514
o,37656,13167568,13167580
o,37657,13174286,13174298
o,37658,13180948,13180960
o,37659,13187610,13187622
o,37660,13194788,13194800
o,37661,13201450,13201462
o,37662,13208112,13208124
o,37663,13214772,13214784
o,37664,13221434,13221446
o,37665,13228044,13228056
o,37666,13234704,13234716
o,37667,13241366,13241378
o,37668,13248026,13248038
o,37669,13254688,13254700
o,37670,13261866,13261878
o,37671,13268528,13268540
o,37672,13275190,13275202
o,37673,13281852,13281864
o,37674,13288514,13288526
o,37675,13295178,13295190
o,37676,13301840,13301852
o,37677,13308502,13308514
o,37678,13315164,13315176
o,37679,13321826,13321838
o,37680,13329004,13329016
o,37681,13335566,13335578
o,37682,13342228,13342240
o,37683,13348890,13348902
o,37684,13355552,13355564
o,37685,13362216,13362228
o,37686,13368878,13368890
o,37687,13375540,13375552
o,37688,13382156,13382168
o,37689,13388816,13388828
o,37690,13395994,13396006
o,37691,13402656,13402668
o,37692,13409318,13409330
o,37693,13415980,13415992
o,37694,13422642,13422654
o,37695,13429306,13429318
o,37696,13435916,13435928
o,37697,13442578,13442590
o,37698,13449240,13449252
o,37699,13455900,13455912
o,37700,13463078,13463090
o,37701,13469740,13469752
o,37702,13476402,13476414
o,37703,13483064,13483076
o,37704,13489726,13489738
o,37705,13496332,13496344
o,37706,13502994,13503006
o,37707,13509656,13509668
o,37708,13516318,13516330
o,37709,13522980,13522992
o,37710,13530158,13530170
o,37711,13536820,13536832
o,37712,13543436,13543448
o,37713,13550098,13550110
o,37714,13556760,13556772
o,37715,13563400,13563412
o,37716,13570060,13570072
o,37717,13576722,13576734
o,37718,13583384,13583396
o,37719,13590046,13590058
o,37720,13597224,13597236
o,37721,13603886,13603898
o,37722,13610548,13610560
o,37723,13617210,13617222
o,37724,13623872,13623884
o,37725,13630534,13630546
o,37726,13637196,13637208
o,37727,13643858,13643870
o,37728,13650520,13650532
o,37729,13657182,13657194
o,37730,13664360,13664372
o,37731,13671022,13671034
o,37732,13677684,13677696
o,37733,13684346,13684358
o,37734,13691008,13691020
o,37735,13698136,13698148
o,37736,13704798,13704810
o,37737,13711460,13711472
o,37738,13718122,13718134
o,37739,13724784,13724796
o,37740,13731962,13731974
o,37741,13738626,13738638
o,37742,13745288,13745300
o,37743,13751950,13751962
o,37744,13758612,13758624
o,37745,13765274,13765286
o,37746,13771938,13771950
o,37747,13778600,13778612
EC, 763,20268,   0,21032
ER,20447, 576,   8
o,37748,13785102,13785114
o,37749,13791762,13791774
o,37750,13798940,13798952
o,37751,13805602,13805614
o,37752,13812264,13812276
o,37753,13818926,13818938
o,37754,13825586,13825598
o,37755,13832226,13832238
o,37756,13838888,13838900
o,37757,13845550,13845562
o,37758,13852212,13852224
o,37759,13858874,13858886
o,37760,13866052,13866064
o,37761,13872714,13872726
o,37762,13879308,13879320
o,37763,13885968,13885980
o,37764,13892630,13892642
o,37765,13899292,13899304
o,37766,13905954,13905966
o,37767,13912616,13912628
o,37768,13919278,13919290
o,37769,13925940,13925952
o,37770,13933118,13933130
o,37771,13939780,13939792
o,37772,13946442,13946454
o,37773,13953104,13953116
o,37774,13959766,13959778
o,37775,13966586,13966598
o,37776,13973004,13973016
o,37777,13979666,13979678
o,37778,13986326,13986338
o,37779,13992988,13993000
o,37780,14000166,14000178
o,37781,14006826,14006838
o,37782,14013488,14013500
o,37783,14020150,14020162
o,37784,14026812,14026824
o,37785,14033474,14033486
o,37786,14040136,14040148
o,37787,14046732,14046744
o,37788,14053392,14053404
o,37789,14060054,14060066
o,37790,14067232,14067244
o,37791,14073894,14073906
o,37792,14080554,14080566
o,37793,14087214,14087226
o,37794,14093876,14093888
o,37795,14100496,14100510
o,37796,14107156,14107168
o,37797,14113818,14113830
o,37798,14120480,14120492
o,37799,14127140,14127152
o,37800,14134318,14134330
o,37801,14140980,14140992
o,37802,14147642,14147654
o,37803,14154304,14154316
o,37804,14160966,14160978
a,37805,14167628,14167640
o,37806,14174290,14174302
o,37807,14180952,14180964
o,37808,14187614,14187626
o,37809,14194278,14194290
o,37810,14201456,14201468
o,37811,14208118,14208130
o,37812,14214780,14214792
o,37813,14221442,14221454
o,37814,14227980,14227992
o,37815,14234650,14234662
o,37816,14241316,14241328
o,37817,14247978,14247990
o,37818,14254604,14254616
o,37819,14261266,14261278
o,37820,14268444,14268456
o,37821,14275104,14275116
o,37822,14281766,14281778
o,37823,14288428,14288440
o,37824,14295090,14295102
o,37825,14301752,14301764
o,37826,14308414,14308426
o,37827,14315076,14315088
o,37828,14321738,14321750
o,37829,14328400,14328412
o,37830,14335578,14335590
o,37831,14342240,14342252
o,37832,14348902,14348914
o,37833,14355564,14355576
o,37834,14362124,14362136
o,37835,14368786,14368798
o,37836,14375612,14375624
o,37837,14382274,14382286
o,37838,14388936,14388948
o,37839,14395598,14395610
o,37840,14402776,14402788
o,37841,14409440,14409452
o,37842,14415884,14415896
o,37843,14422546,14422558
o,37844,14429210,14429222
o,37845,14435872,14435884
EC, 805,21227,   0,22033
ER,21416, 608,   8
o,37846,14442510,14442522
o,37847,14449172,14449184
o,37848,14455834,14455846
o,37849,14462496,14462508
o,37850,14469674,14469686
o,37851,14476336,14476348
o,37852,14482998,14483010
o,37853,14489660,14489672
o,37854,14496322,14496334
o,37855,14502944,14502956
o,37856,14509610,14509622
o,37857,14516272,14516284
o,37858,14522934,14522946
o,37859,14529596,14529608
o,37860,14536720,14536732
o,37861,14543382,14543394
o,37862,14550044,14550056
o,37863,14556708,14556720
o,37864,14563370,14563382
o,37865,14570032,14570044
o,37866,14576694,14576706
o,37867,14583356,14583368
o,37868,14590018,14590030
o,37869,14596680,14596692
o,37870,14603792,14603804
o,37871,14610454,14610466
o,37872,14617114,14617126
o,37873,14623776,14623788
o,37874,14630436,14630448
o,37875,14637098,14637110
o,37876,14644386,14644398
o,37877,14651048,14651060
o,37878,14657710,14657722
o,37879,14664372,14664384
o,37880,14671552,14671564
o,37881,14678214,14678226
o,37882,14684876,14684888
o,37883,14691538,14691550
o,37884,14698200,14698212
o,37885,14704862,14704874
o,37886,14711524,14711536
,37887,14717964,14717976
o,37888,14724626,14724638
o,37889,14731288,14731300
o,37890,14738468,14738480
o,37891,14745130,14745142
o,37892,14751792,14751804
o,37893,14758454,14758466
o,37894,14765116,14765128
o,37895,14771778,14771790
o,37896,14778442,14778454
o,37897,14785106,14785118
o,37898,14791768,14791780
o,37899,14798430,14798442
o,37900,14805610,14805622
o,37901,14812272,14812284
o,37902,14818934,14818946
o,37903,14825484,14825496
o,37904,14832146,14832158
o,37905,14838808,14838820
o,37906,14845470,14845482
o,37907,14852134,14852146
o,37908,14858796,14858808
o,37909,14865458,14865470
o,37910,14872638,14872650
o,37911,14879300,14879312
o,37912,14885962,14885974
o,37913,14892558,14892570
o,37914,14899220,14899232
o,37915,14905882,14905894
o,37916,14912546,14912558
o,37917,14919208,14919220
o,37918,14925870,14925882
o,37919,14932530,14932542
o,37920,14939710,14939722
o,37921,14946372,14946384
o,37922,14953034,14953046
o,37923,14959696,14959708
o,37924,14966358,14966370
o,37925,14973022,14973034
o,37926,14979600,14979612
o,37927,14986260,14986272
o,37928,14992922,14992934
o,37929,14999584,14999596
o,37930,15006764,15006776
o,37931,15013426,15013438
o,37932,15020088,15020100
o,37933,15026750,15026762
o,37934,15033414,15033426
o,37935,15040032,15040044
o,37936,15046694,15046706
o,37937,15053356,15053368
o,37938,15060018,15060030
o,37939,15066680,15066692
o,37940,15073860,15073872
o,37941,15080524,15080536
o,37942,15087186,15087198
EC, 847,22185,   0,23033
ER,22383, 641,   8
o,37943,15093774,15093786
o,37944,15100436,15100448
o,37945,15107098,15107110
o,37946,15113760,15113772
o,37947,15120422,15120434
o,37948,15127084,15127096
o,37949,15133746,15133758
o,37950,15140926,15140938
o,37951,15147588,15147600
o,37952,15154250,15154262
o,37953,15160912,15160924
o,37954,15167576,15167588
o,37955,15174238,15174250
o,37956,15180814,15180826
o,37957,15187476,15187488
o,37958,15194138,15194150
o,37959,15200800,15200812
o,37960,15207978,15207990
o,37961,15214640,15214652
o,37962,15221300,15221312
o,37963,15227916,15227928
o,37964,15234578,15234590
o,37965,15241240,15241252
o,37966,15247904,15247916
o,37967,15254566,15254578
o,37968,15261228,15261240
o,37969,15267890,15267902
o,37970,15275070,15275082
o,37971,15281676,15281688
o,37972,15288338,15288350
o,37973,15295000,15295012
o,37974,15301662,15301674
o,37975,15308790,15308804
o,37976,15315470,15315482
o,37977,15322132,15322144
o,37978,15328792,15328804
o,37979,15335452,15335464
o,37980,15342632,15342644
o,37981,15349294,15349306
o,37982,15355956,15355968
o,37983,15362618,15362630
o,37984,15369280,15369292
o,37985,15375942,15375954
o,37986,15382604,15382616
o,37987,15389196,15389208
o,37988,15395858,15395870
o,37989,15402520,15402532
o,37990,15409698,15409710
o,37991,15416360,15416372
o,37992,15423022,15423034
o,37993,15429684,15429696
o,37994,15436346,15436358
o,37995,15443472,15443484
o,37996,15450134,15450146
o,37997,15456796,15456808
o,37998,15463456,15463468
o,37999,15470116,15470128
o,38000,15477296,15477308
o,38001,15483958,15483970
o,38002,15490620,15490632
o,38003,15497282,15497294
o,38004,15503944,15503956
o,38005,15510606,15510618
o,38006,15517268,15517280
o,38007,15523930,15523942
o,38008,15530592,15530604
o,38009,15537254,15537266
o,38010,15544434,15544446
o,38011,15551096,15551108
o,38012,15557758,15557770
o,38013,15564420,15564432
o,38014,15571082,15571094
o,38015,15577720,15577732
o,38016,15584384,15584396
o,38017,15591046,15591058
o,38018,15597708,15597720
o,38019,15604372,15604384
o,38020,15611410,15611422
o,38021,15618072,15618084
o,38022,15624732,15624744
o,38023,15631372,15631384
o,38024,15638034,15638046
o,38025,15644696,15644708
o,38026,15651358,15651370
o,38027,15658020,15658032
o,38028,15664682,15664694
o,38029,15671344,15671356
o,38030,15678526,15678538
o,38031,15685188,15685200
o,38032,15691850,15691862
o,38033,15698444,15698456
o,38034,15705106,15705118
o,38035,15711768,15711780
o,38036,15718430,15718442
o,38037,15725092,15725104
o,38038,15731754,15731766
o,38039,15738416,15738428
o,38040,15745596,15745608
EC, 890,23144,   0,24034
ER,23351, 674,   8
o,38041,15752260,15752272
